1001,1201
1001,1202
1002,1004
1002,1102
1002,1102
1002,6506
1004,7001
1004,7002
1101,1401
1101,1401
1201,1202
1201,1402
1201,2901
1202,1302
1202,1402
1301,1302
1301,1402
1301,1402
1301,2603
1301,2901
1303,6507
1401,1402
1401,1402
1401,2301
1401,2400
1403,2100
2000,2202
2000,2302
2100,2302
2201,2301
2202,2203
2202,2203
2202,2503
2203,2503
2203,2503
2400,2403
2401,2402
2401,2402
2401,2404
2401,2404
2401,2501
2401,2603
2401,2901
2401,2902
2402,2501
2403,2501
2404,3893
2404,3895
2404,3897
2405,2406
2405,2410
2405,2410
2406,2408
2406,2410
2407,2408
2408,2409
2408,2409
2408,2411
2408,2502
2409,2502
2409,2503
2410,2411
2410,2411
2502,2503
2502,2503
2901,2902
2600,2602
2600,2603
2600,2603
2600,2601
2601,2603
2603,2901
2604,6404
2604,6504
2604,6504
2605,2607
2606,2607
2608,2611
2608,2612
2608,2618
2608,2619
2609,2615
2609,2617
2610,2613
2610,2613
2610,2616
2610,2617
2611,2612
2612,2615
2612,2615
2612,2618
2612,2618
2612,2618
2612,2618
2612,2619
2612,2619
2612,2619
2612,2620
2612,2620
2613,2616
2613,2617
2614,2616
2614,2616
2615,2617
2615,2617
2615,2620
2616,2617
3101,3102
3101,3102
3102,3103
3102,3103
3102,3103
3102,3302
3103,3204
3103,3204
3103,3305
3103,3305
3104,3105
3201,3202
3201,3202
3201,3203
3201,3203
3201,3923
3201,3923
3201,3924
3201,3924
3202,3203
3202,3203
3202,3204
3202,3205
3202,3924
3202,3924
3203,3204
3203,3303
3203,3303
3203,3305
3203,3923
3203,3923
3204,3205
3204,3205
3204,3923
3204,3923
3205,3914
3205,3915
3301,3902
3301,3903
3302,3304
3302,3304
3303,3304
3303,3304
3303,3304
3303,3918
3303,3918
3305,3923
3401,3402
3401,3402
3401,3404
3401,3405
3401,3405
3401,3804
3403,3404
3403,3804
3404,3804
3404,3804
3404,3917
3404,3918
3405,3907
3405,3907
3501,3914
3501,3915
3601,3925
3701,3926
3701,3926
3801,3802
3801,3803
3801,3803
3802,3891
3802,3901
3803,3891
3803,3892
3803,3894
3803,3896
3803,3901
3804,3806
3805,3806
3892,3893
3894,3895
3896,3897
3901,3902
3901,3903
3901,8002
3903,3904
3903,3905
3903,8002
3904,3905
3905,3906
3906,4001
3906,4001
3907,3908
3907,3923
3907,8004
3908,3920
3909,3919
3909,3920
3910,3911
3910,3924
3911,3912
3911,3916
3911,3921
3911,3921
3911,3921
3911,3924
3911,8003
3911,8003
3912,3924
3913,3920
3913,3920
3913,3923
3913,8004
3915,3924
3916,3924
3919,3922
3920,3922
3923,8005
3923,8005
4001,4204
4001,4090
4001,4094
4001,4097
4001,8001
4002,4003
4002,4090
4002,4091
4003,6101
4004,4005
4004,4005
4004,4005
4004,4091
4004,4092
4004,4095
4005,4006
4005,4006
4005,4102
4005,4102
4005,4202
4005,6202
4006,4007
4006,4007
4006,4202
4008,6401
4009,4010
4009,4010
4009,4104
4092,4093
4093,4094
4095,4096
4096,4097
4101,4102
4101,4102
4101,4103
4101,4103
4101,4201
4101,4201
4102,4201
4102,4201
4102,4202
4102,4202
4102,6202
4103,6202
4104,5004
4201,4202
4201,5001
4202,4203
4203,4204
5001,5002
5003,5004
6102,6103
6102,6301
6102,6403
6103,6301
6103,6301
6103,6501
6103,6501
6104,6204
6104,6305
6201,6202
6203,6205
6204,6205
6203,6303
6203,6303
6203,6304
6302,7001
6303,6304
6303,6305
6303,6305
6305,6510
6305,6510
6401,6403
6401,6403
6401,6404
6403,6404
6404,6507
6501,6502
6501,6504
6501,6509
6501,6509
6502,6503
6502,6503
6502,6504
6502,6504
6502,6504
6502,6504
6502,6508
6502,6509
6502,6509
6503,6504
6503,6505
6503,6507
6503,6507
6503,6508
6504,6507
6504,6507
6504,7002
7001,7002
8001,8002
8003,8004
8003,8005
8003,8005
8004,8005
1001,1002
1001,1002
1002,1003
1002,1003
1101,1102
1101,1102
1302,1303
1401,1403
2100,2400
2201,2202
2201,2202
2301,2302
2301,2302
2402,2409
2404,2411
2404,2411
2404,2411
2405,2619
2501,2502
2501,2502
2501,2502
2601,2612
2602,2615
2602,2615
2603,2607
2605,2621
2606,2621
2614,2621
2614,2621
3102,3104
3301,3303
3301,3303
3301,3303
3701,6402
3701,6402
3802,3804
3803,3805
3803,3805
3901,3917
3902,3918
3903,3923
3904,3924
3905,3922
3906,3921
3911,3925
3920,3926
3920,3926
4001,4008
4006,4009
4006,4009
4007,4010
4103,4104
5002,5003
6101,6102
6103,6104
6201,6203
6202,6204
6301,6303
6302,6304
6401,6402
6401,6402
6501,6510
6501,6510
6505,6506
8001,8003
8002,8005
1002,1032
1004,1034
1101,1131
1202,1232
1301,1331
1303,1333
1401,1431
2000,2030
2100,2130
2203,2233
2302,2332
2408,2438
2503,2533
2604,2634
2608,2638
2610,2630
2611,2631
2612,2637
3103,3133
3105,3135
3204,3234
3303,3333
3402,3432
3403,3433
3501,3531
3601,3631
3701,3731
3801,3831
3805,3835
3806,3836
3902,3932
3921,3931
3923,3933
4001,4031
4005,4035
4009,4039
4101,4131
4102,4132
4201,4231
4202,4232
5001,5031
5002,5032
6102,6132
6201,6231
6205,6235
6303,6333
6305,6335
6403,6433
6503,6533
7001,7031
7002,7032
8003,8033
8004,8034
